1,21 - 1, Mixed Cocktail, Tall Highball, Lime Wheel, Mother`s Day, 1 1/4 oz. Rum, 1 oz. Lime juice, 1 oz. Simple Syrup, Dash Grenadine, In Shaker, mix ingredients, pour over ice,
2,21 - 2, Mixed Cocktail, Collins, Orange Slice & Lime Wheel, Green, 1 1/4 oz. Coconut Rum, 3/4 oz. Melon Liqueur, 2 oz. Orange juice, 2 oz. Pineapple juice, Pour Over 1 oz. Soda, In Shaker, mix ingredients, pour over ice
3,21 - 3, Mixed Cocktail, Highball Glass, Pineapple, Any, 1 1/2 oz. Early Times, 1 oz. Apricot Brandy, 2 oz. Pineapple juice, Club Soda, Shake ingredients with ice; pour into highball glass; stir in club soda,,,
4,57 T - Birds (California Plates), Mixed Cocktail, Collins, None, Any, 1 1/4 oz. Scotch, 1 oz. Coffee Liqueur, 3 oz. Half & Half, In Shaker, mix ingredients, pour over ice,,
5,57 T - Birds (Cape Cod Plates), Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz.Amaretto, 1/2 oz. Vodka 1/2 oz. Cranberry juice, In Shaker, mix ingredients with ice and strain into glass,,,
6,57 T - Birds (Florida Plates), Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz.Amaretto, 1/2 oz. Vodka 1/2 oz. Grapefruit juice, In Shaker, mix ingredients with ice and strain into glass,,,
7,57 T - Bird, Mixed Cocktail, Rocks Glass, None, Any, 1/2 oz. Southern Comfort, 1/2 oz. Grand Marnier, 1/2 oz. Amaretto Di Saronno, splash Pineapple juice, Fill shaker half full with ice, add ingredients; stir; strain into rocks glass,,
8,77 Sunset Strip - 1, Martini, Chilled Cocktail, 3 Speared Cocktail Onions, Father`s Day, 2 oz. Gin or Vodka, Dash Dry Vermouth, In Shaker, mix ingredients with ice and strain into glass,,,,
9,77 Sunset Strip - 2, Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz. Amaretto, 1/2 oz. Vodka, 1/2 oz. Pineapple juice, In Shaker, mix ingredients with ice and strain into glass,,
10,77 Sunset Strip - 3, Shooter, Cordial, None, 4th of July, 1/2 oz. Creme de Noya, 1/2 oz. White Creme de Menthe, 1/2 oz. Blue Curacao, Pour Liqueurs in the order they are listed,,,,
11,7th - Inning Stretch, Mixed Cocktail, Cocktail Glass, None, Any, 1 part Jack Daniel`s, 2 parts Orange juice, 2 parts 7-Up, Mix ingredients and pour into cocktail glass,,,,
12,Adam`s Apple - 1, Highball, Tall Rocks, None, Any, 1 1/2 oz. Galliano, 3/4 oz. White Creme de Menthe, Pour ingredients as listed over ice,,,,,
13,Adam`s Apple - 2, Martini, Chilled Cocktail, Lemon Twist, Any, 1 oz. Harvey`s Bristol Cream, 1 oz. Dubonnet, In Shaker, mix ingredients with ice and strain into glass,,,,
14,Adam`s Apple - 3, Mixed Cocktail, Rocks Glass, None, Any, 1 1/4 oz. Finlandia Vodka, Pour Finlandia vodka over ice, fill with apple cider, stir,,,,
15,Adios Mother - 1, Frozen Drink, Tall Specialty, Lime Wheel, Cinco de Mayo, 1 1/4 oz. Gold Tequila, 1/2 oz. Triple Sec, 1 1/2 oz. Margarita Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
16,Adios Mother - 2, Highball, Tall Highball, None, Any, 3/4 oz. Irish Cream, 3/4 oz. Amaretto, 1 oz. Half & Half, In Shaker, mix ingredients, pour over ice,,
389,Frozen Cappuccino, Cappuccino, Goblet, Shaved Chocolate, Any, 3 Scoops Vanilla Ice Cream, 1 oz. Milk, 1 Espresso Shot, Brewed, Combine ingredients in blender, blend until smooth,,,,,
390,Frozen Chocolate Covered Cherry, Ice Cream Drink, Tall Specialty, Aerosol Whip & Cocoa Sprinkles or Chocolate Shavings, Any, 1 1/4 oz. Cherry Liqueur, 1 Packet Instant Hot Chocolate, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,
391,Frozen Coffee, Ice Cream Drink, Collins, Aerosol Whip & Cocoa Sprinkles or Chocolate Shavings, Any, 5 oz. Double Brewed Chilled Coffee, 1/2 oz. Simple Syrup, Dash of Vanilla Extract, 1 Scoop Coffee Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,
392,Frozen Fantasy, Ice Cream Drink, Tall Specialty, Aerosol Whipping Cream, Cherry & Oreo Cookie, Any, 3 Oreo Cookies, 1/4 oz. Gin, 1/4 oz. Rum, 1/4 oz. Dark Creme de Cacao, 1/4 oz. Amaretto, 1/4 oz. Coffee Liqueur, 1 oz. Half & Half, 2 Scoops Vanilla, Combine ingredients in blender, blend until smooth
393,Frozen Glory, Frozen Drink, Tall Specialty, Pineapple Wedge& Cherry, 4th of July, 2 oz. Pureed Strawberries, 1 1/4 oz. Light Rum, 31/2 oz. Pina Colada Mix, 3/4 Scoop Crushed Ice, 1 oz. Blue Gelatin Mix *Place strawberries in bottom, Combine ingredients in blender, blend until smooth,,,,
394,Frozen Hot Banana, Ice Cream Drink, Tall Specialty, Aerosol Whip & Cocoa Sprinkles or Chocolate Shavings, Any, 3/4 oz. Butterscotch Schnapps, 3/4 oz. Banana liqueur, 1 Packet Instant Hot Chocolate, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushe, Combine ingredients in blender, blend until smooth,,,
395,Frozen Hot Chocolate, Ice Cream Drink, Tall Specialty, Aerosol Whip & Cocoa Sprinkles or Chocolate Shavings, Any, 1 1/4 oz. Peppermint Schnapps, 1 Packet Instant Hot Chocolate, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,
396,Frozen Hot Chocolate Monk, Ice Cream Drink, Tall Specialty, Aerosol Whip & Cocoa Sprinkles or Chocolate Shavings, Any, 3/4 oz. Hazelnut Liqueur, 3/4 oz. Tuaca, 1 Packet Instant Hot Chocolate, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,
397,Frozen Hot Chocolate Sin, Ice Cream Drink, Tall Specialty, Aerosol Whip & Cocoa Sprinkles or Chocolate Shavings, Winter, 1 1/4 oz. Peppermint Liqueur, 1 Packet Instant Hot Chocolate, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,
398,Frozen Hot Irish Chocolate, Ice Cream Drink, Tall Specialty, Aerosol Whip & Cocoa Sprinkles or Chocolate Shavings, St. Patrick`s Day, 3/4 oz. Irish Whiskey, 3/4 oz. Irish Cream, 1 Packet Instant Hot Chocolate, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,
399,Frozen Irish Mint, Ice Cream Drink, Tall Specialty, None, St. Patrick`s Day, 1 oz. Irish Cream, 3/4 oz. Green Creme de Menthe, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,
400,Frozen Keoke Coffee, Ice Cream Drink, Tall Specialty, Aerosol Whip & Cocoa Sprinkles or Chocolate Shavings, Any, 1/2 oz. Brandy, 1/2 oz. Coffee Liqueur, 1/2 oz. Dark Creme de Cacao, 2 oz. Double Brewed Chilled Coffee, Combine ingredients in blender, blend until smooth,,,,,
401,Frozen Key Lime, Ice Cream Drink, Tall Specialty, Aerosol Whipping Cream & Lime Wheel, St. Patrick`s Day, 1 1/4 oz. Light Rum, 2 oz. Lime juice, 1 Tbs. Bar Sugar, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
402,Frozen Mocha Coffee, Ice Cream Drink, Collins, None, Any, 5 oz. Double Brewed Chilled Coffee, 1/2 oz. Chocolate Syrup, 1 Scoop Coffee Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,
403,Frozen O.j. Southern Comfort, Frozen Drink, Stemmed Glass, Cherry and orange wedge, Any, 1 1/2 oz. Southern Comfort, 2 oz. frozen Orange juice Concentrate, 4-5 crushed Ice Cubes, Combine all ingredients in a blender and blend on medium setting 10 to 15 seconds, until slushy; serve in a stemmed glass,,,,
404,Funky Cold Medina, Mixed Cocktail, Sour Glass, None, Any, 1 oz. Southern Comfort, 1 oz. Finlandia Vodka, 1/2 oz. Creme de Noyaux, 2 oz. Sweet and Sour Mix, 2 oz. 7-Up, dash Blue Curacao, Combine all ingredients and serve over ice,,
405,Funky Monkey, Mixed Cocktail, Tall Glass, Banana slice, Any, 2 oz. Korbel Spiced Brandy, 1 oz. Chocolate Flavored Syrup, 2 oz. Coffee, 1/2 Banana, 2 scoops Vanilla Ice Cream, 1/2 c Crushed Ice, Combine all ingredients in a blender until smooth, serve in a 16 oz. glass,
406,Fuzzy Antler, Mixed Cocktail, Rocks Glass, None, Any, 1 1/2 oz. Canadian Mist, 3/4 oz. Peach Schnapps, Serve over ice in a rocks glass,,,,,,
407,Fuzzy Antlers, Mixed Cocktail, Rocks Glass, None, Any, 1 1/2 oz. Canadian Mist, 3 oz. Orange juice, 2 oz. Club Soda, Mix ingredients as listed,,,,,
408,Fuzzy Citrus Martini, Martini, Martini, None, Any, 2 1/2 oz. Skyy Citrus, Splash of peach schnapps, Stir with ice and strain into a chilled martini glass,,,,,,
409,Fuzzy Jack And Coke, Mixed Cocktail, Collins, Orange Twist, Father`s Day, 3/4 oz. Jack Daniel`s, 3/4 oz. Peach Schnapps, Fill with Coke, In Shaker, mix ingredients, pour over ice,,,
410,Fuzzy Navel, Mixed Cocktail, Collins, None, Orange, 1 1/4 oz. Peach Schnapps, 3 oz. Orange juice, Top with Soda, In Shaker, mix ingredients, pour over ice,,,
411,Gal Friday, Coffee Drink, Footed Glass Mug, Preheated, Heavy Whipping Cream, Any, 1/2 oz. Sambuca, 1/2 oz. Dark Creme de Cacao, 1/2 oz. Amaretto, Fill with Hot Coffee, Pour ingredients as listed into preheated mug,,,
412,Game Bowl Punch, Punch, Punch Bowl, None, Any, 2 cups Jack Daniel`s, 1/2 tsp Cinnamon, 1/4 tsp Nutmeg, 1 tsp Maple Syrup, 1 tsp Bitters, bottle Red Wine, Use 2 cups boiling water, 1 orange studded with cloves (sliced), and 1 bottle (750ml) dry red wine
413,Gates Cappuccino, Cappuccino, Footed Glass Mug, Heavy Whipping Cream, Shaved Chocolate & Cookie, Any, 1/2 oz. Orange Brandy Liqueur, 1/4 oz. Dark Cocoa, 1/4 oz. Coffee Liqueur, 3 oz. Milk, 1 Espresso Shot, Steam milk and liquor together in mug until foamy, Brew 1 Shot of Espresso, Pour Shot of Espresso into center of steamed milk/liquor mixture
414,Georgia Peach, Mixed Cocktail, Collins, None, Red, 1 1/4 oz. Rum, 1 oz. Peach Schnapps, 3 oz. Cranberry juice, Pour ingredients as listed over ice,,,,,
415,German Chocolate Cake, Ice Cream Drink, Tall Specialty, None, Any, 1 oz. Hazelnut Liqueur, 1 oz. Coconut Rum, 1 oz. Chocolate Syrup, 2 tsp. Chopped Pecans, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
416,German Chocolate Chocolate, Hot Drink, Footed Glass Mug, Preheated, Aerosol Whipping Cream & 1 Tbs Chopped Pecans, Any, 1/4 oz. Cream of Coconut, Hot Chocolate, Pour ingredients as listed into preheated mug,,,,,
417,Ghostbuster, Mixed Cocktail, Short Glass, None, Any, 1 part Pepe Lopez Tequila, 1 part Finlandia Vodka, 1 part Amaretto, 1 part Triple Sec, 1 part B & B, 1 part Fresh Cream, Mix ingredients as listed
418,Gibson - 1, Highball, Goblet, 3 Speared Cocktail Onions, Father`s Day, 2 oz. Gin or Vodka, Dash Dry Vermouth, Pour ingredients as listed over ice,,,,
419,Gimlet - 1, Highball, Goblet, Lime Wheel & Lime Squeeze, Father`s Day, 2 oz. Gin or Vodka, 1/2 oz. Lime juice, Pour ingredients as listed over ice,,,,
420,Gimlet - 2, Martini, Chilled Cocktail, Lime Wheel & Lime Squeeze, Father`s Day, 2 oz. Gin or Vodka, 1/2 oz. Lime juice, Stir with Ice & Strain,,,,
421,Gin Buck, Highball, Tall Highball, Lemon Squeeze, Any, 1 1/4 oz. Gin, Fill with Ginger Ale, Pour ingredients as listed over ice,,,,
422,Gin Rickey, Highball, Tall Highball, Lime Squeeze, Any, 1 1/4 oz. Gin, Fill with Soda, Pour ingredients as listed over ice,,,,
423,Gloom Lifter, Mixed Cocktail, Cordial Glass, None, Any, 1 1/2 oz. Early Times, 1/2 oz. Korbel Brandy, 1/2 oz. Raspberry Liqueur, 1 tsp Sugar, 1/2 Egg White, Mix ingredients as listed,
424,Gobbler`s Cobbler, Frozen Drink, Stemmed Glass, None, Any, 2 oz. Jack Daniel`s, 1 Tbsp Sugar, 1-3 slices Oranges, Fill 12 oz. tumbler with ice; shake well; imbibe through a straw,,,
425,God Father, Mixed Cocktail, Shot Glass, None, Any, 1 1/2 oz. Usher`s Scotch, 3/4 oz. Amaretto, Mix ingredients as listed,,,,
426,God Son, Mixed Cocktail, Short Glass, None, Any, 3/4 oz. Usher`s Scotch, 3/4 oz. Finlandia Vodka, 3/4 oz. Amaretto, Mix ingredients as listed,,,
427,Godfather, Highball, Tall Rocks, None, Father`s Day, 1 1/2 oz. Scotch, 3/4 oz. Amaretto, Pour ingredients as listed over ice,,,,
428,Godmother, Highball, Tall Rocks, None, Any, 1 1/2 oz. Vodka, 3/4 oz. Amaretto, Pour ingredients as listed over ice,,,,
429,Gold Cadillac, Ice Cream Drink, Tall Specialty, None, Any, 1 oz. Galliano, 1 oz. White Creme de Cacao, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth
430,Gold Medalist, Smoothie, Collins, Strawberry & Banana Slice, Any, 2 oz. Pureed Strawberries, 1/2 Ripe Banana, 1/2 oz. Grenadine, 3 oz. Pina Colada Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth
431,Golden Dream, Mixed Cocktail, Chilled Cocktail, None, Any, 1 oz. Galliano, 1/2 oz. Triple Sec, 1/2 oz. Orange juice, 1/2 oz. Half & Half, In Shaker, mix ingredients, pour over ice
432,Golden Gate, Mixed Cocktail, Highball Glass, Orange wedge, Any, 2 oz. Early Times, 4 oz. Pineapple juice, 2 oz. Cranberry juice, Shake ingredients with cracked ice; pour in highball glass,,,
433,Gorilla`s Tit, Shooter, Shot Glass, None, Any, 1/3 oz. Jack Daniel`s, 1/3 oz. Green Chartreuse, 1/3 oz. Bacardi 151 Proof Rum, Float 151 rum,,,
434,Grand Mimosa, Wine Drink, Tall Specialty, Orange Slice, Brunch, 41/2 oz. Orange juice, 3 oz. Champagne, Float 1/2 oz. Orange Brandy Liqueur, Fill Half with crushed Ice, Build,,
435,Granny Smith Apple, Martini, Chilled Cocktail, Drop in 1 Gummi Worm, St. Patrick`s Day, 1/2 oz. Melon Liqueur, 1/2 oz. Apple Schnapps, 1/4 oz. Lime juice, Top with Lemon-Lime Soda, In Shaker, mix ingredients with ice and strain into glass,
436,Grape Quencher, Mixed Cocktail, Collins, 2 Lime Squeezes, Purple, 1 1/4 oz. Vodka, 1 oz. Triple Sec, 3 oz. Grape juice, Pour ingredients as listed over ice,,,
437,Grapefruit Wine Cooler, Wine Drink, Tall Specialty, Lime Wheel, Any, 5 oz. Chablis, 1/2 oz. Grapefruit juice, Fill with Lemon-Lime Soda, Pour ingredients as listed over ice,,,
438,Grasshopper - 1, Ice Cream Drink, Tall Specialty, None, St. Patrick`s Day, 1 oz. Green Creme de Menthe, 1 oz. White Creme de Cacao, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth
439,Grasshopper - 2, Martini, Chilled Cocktail, None, St. Patrick`s Day, 3/4 oz. Green Creme de Menthe, 3/4 oz. White Creme de Cacao, 1 oz. Half & Half, In Shaker, mix ingredients with ice and strain into glass,,
440,Greased Lightning, Martini, Chilled Cocktail (rimmed with green sugar), None, Green, 1 oz. Vodka, 1/2 oz Triple Sec, 1/2 oz Lime juice, In Shaker, mix ingredients with ice and strain into glass,,
441,Greek Nut, Coffee Drink, Footed Glass Mug, Preheated, Heavy Whipping Cream, Any, 1/2 oz. Hazelnut Liqueur, 1/2 oz. Coffee Liqueur, 1/2 oz. Metaxa, Fill with Hot Coffee, Pour ingredients as listed into preheated mug,
442,Green Apple, Mixed Cocktail, Highball Glass, None, Any, 1 1/4 oz. Pepe Lopez Tequila, 1/2 oz. Sour Mix, 1/2 oz. Squirt, 1/2 Squirt; salt rimmed glass,,,
443,Green Eyes, Mixed Cocktail, Collins, Lime Squeeze, St. Patrick`s Day, 1 1/4 oz. Vodka, 1 oz. Blue Curacao, 3 oz. Orange juice, In Shaker, mix ingredients, pour over ice,
444,Greyhound, Hot Drink, Coffee Cup, Cinnamon Stick, Thanksgiving, 1 1/4 oz. Cinnamon Schnapps, 1 Barspoon Hot Buttered Rum Mix, Fill with Hot Apple Cider,, Pour ingredients as listed into preheated mug,,
445,Ground Zero, Mixed Cocktail, Highball Glass, None, Any, 3/4 oz. Finlandia Vodka, 3/4 oz. Jack Daniel`s, 1/2 oz. Coffee Liqueur (Kahlua), 3/4 oz. Peppermint Schnapps, Mix ingredients as listed,,
446,Guillotine, Mixed Cocktail, Rocks Glass, None, Any, 3/4 oz. Pepe Lopez Tequila, 1 1/4 oz. Finlandia Vodka, 1/2 oz. Peppermint Schnapps, Mix ingredients as listed,,,
447,Hairy Navel, Mixed Cocktail, Collins, None, Orange, 1 1/4 oz. Vodka, 1 oz. Peach Schnapps, 3 oz. Orange juice, Top with Soda, Pour ingredients as listed over ice,,
448,Hairy Vetch, Mixed Cocktail, Rocks Glass, None, Any, 2/3 oz. Jack Daniel`s, 1/4 oz. Amaretto, 1/4 oz. Peppermint Schnapps, Mix ingredients as listed,,,
449,Hammerhead, Shooter, Shot Glass, None, Any, 1 1/4 oz. Pepe Lopez Tequila, 2 oz. Lime juice, Mix ingredients as listed,,,,,,,,,
450,Handicappers Choice, Mixed Cocktail, Collins, Lime Wheel, Any, 1 1/4 oz. Vodka, 3/4 oz. Simple Syrup, juice of 1 Whole Lime, Drop Half into Glass, Fill with Equal Parts Soda & Lemon-Lime Soda, Pour ingredients as listed over crushed Ice,,,,,,
451,Harbor Lights I, Shooter, Shot Glass, None, Any, 1 part Pepe Lopez Tequila, 1 part Coffee Liqueur (Kahlua), 1 part Bacardi 151 Proof Rum, Flame 1,,,,,,,,
452,Harvey Wallbanger, Mixed Cocktail, Collins, None, Orange, 1 1/4 oz. Vodka, 3 oz. Orange juice, Float 1/2 oz. Galliano, Pour ingredients as listed over ice,,,,,,,,
453,Hawaiian Island Surfer, Smoothie, Collins, None, Any, 1 Pineapple Ring, 5 oz. Pina Colada Mix, 1 Scoop Orange Sherbet, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,,,
454,Hawaiian Punch - 1, Mixed Cocktail, Rocks Glass, Orange slice and cherry, Any, 1 1/2 oz. Southern Comfort, 1/2 oz. Amaretto, 3/4 oz. Creme de Noyaux, 1 1/2 oz. Pineapple juice, 1 oz. Orange juice, Mix, shake and serve in rocks glass,,,,,
455,Hawaiian Punch - 2, Mixed Cocktail, Tall Glass, None, Any, 1/2 oz. Southern Comfort, 1/2 oz. Rum, 1/2 oz. Triple Sec, 1/4 oz. Sloe Gin, Build in a tall glass filled with ice,,,,,,,
456,Hawaiian Punch - 3, Mixed Cocktail, Rocks Glass, Orange slice and cherry, Any, 1 1/2 oz. Southern Comfort, 1/2 oz. Amaretto, 3/4 oz. Creme de Noyaux, 1 1/2 oz. Pineapple juice, 1 oz. Orange juice, Mix, shake and serve in rocks glass,,,,,
457,Hawaiian Punched, Mixed Cocktail, Tall Glass, None, Any, 3/4 oz. Finlandia Vodka, 3/4 oz. Southern Comfort, 3/4 oz. Amaretto, 1 1/2 oz. Pineapple juice, 1 1/2 oz. Cranberry juice, 1 1/2 oz. Orange juice, 1 1, Mix ingredients as listed,,,,
458,Hawaiian Volcano - 1, Mixed Cocktail, Collins, Lime Squeeze, Lemon Squeeze, Orange Slice & Cherry, Red, 3/4 oz. Bourbon, 3/4 oz. Amaretto, 1/2 oz. Vodka, 1 1/4 oz. Pineapple juice, 1 1/4 oz. Orange juice, 3/4 oz. Lime Juce, 3/4 oz. Grenadine, In Shaker, mix ingredients, pour over ice
459,Hawaiian Volcano - 2, Shooter, Chilled Rocks, None, Red, 1/2 oz. Vodka, 1/2 oz. Bourbon, 1/2 oz. Sloe Gin, 1/2 oz. Orange Brandy Liqueur, 1/2 oz. Orange juice, In Shaker, mix ingredients with ice and strain into glass,,,,,
460,Head Shrinker, Shooter, Chilled Rocks, None, Easter, 3/4 oz. Blackberry Liqueur, 3/4 oz. Anisette, In Shaker, mix ingredients with ice and strain into glass,,,,,,,,
461,Henry 3 Cappuccino, Cappuccino, Footed Glass Mug, Heavy Whipping Cream, Shaved Chocolate & Cookie, Any, 1/4 oz. Galliano, 1/4 oz. Coffee Liqueur, 1/4 oz. Brandy, 1/4 oz. Orange Brandy Liqueur, 3 oz. Milk, 1 Espresso Shot, Steam milk and liquor together in mug until foamy, Brew 1 Shot of Espresso, Pour Shot of Espresso into center of steamed milk/liquor mixture,,
462,Henry Morgan`s Grog, Mixed Cocktail, Coffee Mug, None, Any, 1 1/2 oz. Canadian Mist, 1 oz. Pernod, 1 oz. Dark Rum, 1 oz. Fresh Cream, Mix ingredients as listed,,,,,,,
463,Hog Oil, Shooter, Shot Glass, None, Any, 1/2 oz. Jack Daniel`s, 1/2 oz. Jaegermeister, Mix ingredients as listed,,,,,,,,,
464,Holiday Isle, Smoothie, Collins, Peach Slice, Any, 1 oz. Sliced Peaches witho Syrup, 1 1/2 oz. Pina Colada Mix, 1 1/2 oz. Pineapple juice, 1 Scoop Vanilla Ice Cream, 1 Scoop Orange Sherbet, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,
465,Hollywood Nights, Martini, Chilled Cocktail, Pineapple & Cherry, Green, 1 1/2 oz. Coconut Rum, 1/2 oz. Melon Liqueur, 1/2 oz. Pineapple juice, In Shaker, mix ingredients with ice and strain into glass,,,,
466,Homemade Irish Cream, Mixed Cocktail, Stemmed Glass, None, Any, 1 c Southern Comfort, 1 can Eagle Sweetened Condensed, 1/2 tsp Almond Extract, 4 large Eggs, 2 Tbsp Chocolate Flavored Syrup, 2 tsp Instant Coffee, 1 tsp Vanilla Extract, Whipping Cream, Blend all ingredients in blender until smooth; store tightly covered in refrigerator
467,Honey Tea, Hot Drink, Footed Glass Mug, Preheated, Lemon Twist, Any, 1 Orange Spice Tea Bag, Fill with Hot Water and Brew, 1 1/4 oz. Scotch Liqueur, Pour ingredients as listed into preheated mug, Leave Bag in Glass,,,
468,Hoo Doo, Mixed Cocktail, Tall Glass, None, Any, 1 oz. Southern Comfort, 1 oz. Finlandia Vodka, 1/2 oz. Orange juice, 1/2 oz. Lime juice, splash Peppermint Schnapps, splash 7-Up, Mix ingredients as listed,,
469,Hot Banana Split, Hot Drink, Footed Glass Mug, Preheated, Aerosol Whipping Cream, Any, 3/4 oz. Butterscotch Schnapps, 3/4 oz. Banana Liquour, Hot Chocolate OR 1/2 oz. Chocolate Syrup, Steam Until Hot, Pour ingredients as listed into preheated mug,,,
470,Hot Buttered Rum, Hot Drink, Coffee Cup, Cinnamon Stick & 3 Cloves, Winter, 1 Tbs. Hot Buttered Rum Mix, 1 1/4 oz. Gold Rum, Fill with Hot Water, Combine ingredients as listed into preheated mug, Crush Clove (buds only) & Sprinkle on Top,,,,
471,Hot Chocolate Mint, Hot Drink, Footed Glass Mug, Preheated, Aerosol Whipping Cream, Any, 1 1/4 oz. Peppermint Schnapps, 1/2 oz. Chocolate Syrup, Hot Chocolate, Pour ingredients as listed into preheated mug,,,,
472,Hot Chocolate Monk, Hot Drink, Footed Glass Mug, Preheated, Aerosol Whipping Cream, Any, 3/4 oz. Tuaca, 3/4 oz. Hazelnut Liqueur, Hot Chocolate, Pour ingredients as listed into preheated mug,,,,
473,Hot Chocolate Sin, Hot Drink, Footed Glass Mug, Preheated, Aerosol Whipping Cream, Any, 1 1/4 oz. Peppermint Liqueur, Hot Chocolate, Pour ingredients as listed into preheated mug,,,,,
474,Hot Cranapple, Hot Drink, Coffee Mug, Tall cinnamon stick, Any, 1 1/2 oz. Korbel Spiced Brandy, 1/2 oz. Amaretto, 3 oz. Hot Apple juice, 3 oz. Hot Cranberry juice, Combine all ingredients in an 8 1/2 oz. footed mug,,,,
475,Hot Danish Cider, Hot Drink, Footed Glass Mug, Preheated, Cinnamon Stick, Any, 6 oz. Apple Cider, heated, 1/2 oz. Almond Syrup, Pour ingredients as listed into preheated mug,,,,
476,Hot Honey Cider, Hot Drink, Footed Glass Mug, Preheated, Cinnamon Stick, Any, 6 oz. Apple Cider, 1/2 oz. Honey, 1 Barspoon Hot Buttered Rum Batter, Pour ingredients as listed into preheated mug,,,,
477,Hot Irish Chocolate, Hot Drink, Footed Glass Mug, Preheated, Aerosol Whipping Cream, St. Patrick`s Day, 3/4 oz. Irish Whiskey, 3/4 oz. Irish Cream, Hot Chocolate, Pour ingredients as listed into preheated mug,,,,
478,Hot Mist, Frozen Drink, Tall Specialty, Pineapple Wedge & Cherry, Any, 3/4 oz. Dark Rum, 3/4 oz. Tuaca, 3/4 oz. Banana Liqueur, 1/2 oz. Cherry Syrup, 2 oz. Pina Colada Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
479,Hot Southerner, Hot Drink, Coffee Mug, None, Any, 1 oz. Southern Comfort, 1 oz. Frangelico, Coffee, Add Southern Comfort to Frangelico in coffee cup; fill the rest with coffee; garnish with whipped cream and top with nutmeg,,,,,
480,Hot Tennessee Toddy, Hot Drink, Coffee Mug, None, Any, 4 oz. Jack Daniel`s, 1 Tbsp Sugar, 1/2 Lemon, Hot Water (Boiling), Use heavy glass tumbler; fill 1/2 full with Jack Daniel`s; add sugar; squeeze lemon and drop into glass; stir until sugar dissolves; fill glass the re,,,,
481,Hunter`s Cocktail, Mixed Cocktail, Highball Glass, Cherry, Any, 1 1/2 oz. Canadian Mist, 1/2 oz. Cherry Brandy, Cherry, Mix ingredients as listed,,,,,,
482,Huntress Cocktail, Mixed Cocktail, Highball Glass, None, Any, 1 oz. Canadian Mist, 1 oz. Cherry Marnier Liqueur, Fresh Cream, Milk may be substituted for cream,,,,,,
483,Hurly-burly Cocktail, Martini, Martini, None, Any, SKYY VODKA, Cointreau, Sweet and sour, 1/2 oz. fresh orange juice, 1/2 oz. cranberry juice, dried cranberries, Pour all ingredients over ice in a Collins glass,,,
484,Hurricane, Mixed Cocktail, Tall Specialty, Lime Squeeze, Valentine`s Day, 1 1/4 oz. Rum, 1 1/2 oz. Sweet & Sour Mix, 1 1/2 oz. Passion Nectar, Dash Grenadine, Top with 1 oz. Orange juice, In Shaker, mix ingredients, pour over ice,,
485,Hustler, Mixed Cocktail, Stemmed Glass, None, Any, 2 oz. Early Times, 1 oz. Noilly Prat Sweet Vermouth, 1 oz. Orange Curacao, 1/2 oz. Lime juice, Shake ingredients over cracked ice; strain into stemmed glass,,,,,
